sector,buyer_tier,macro_scenario,amount_try,term_days,sme_age_months,sme_prior_invoices,sme_ontime_ratio,buyer_repeat_count,buyer_avg_days_late,true_default_prob,defaulted,days_late
textile,enterprise,currency_shock,5000.0,74,21,11,0.796,3,0.3,0.045,1,22
agriculture,mid_market,high_inflation,36158.27,86,10,7,0.878,1,2.0,0.1205,0,0
food_beverage,small_business,stable,142501.98,94,96,51,0.894,4,7.3,0.0941,0,0
agriculture,mid_market,currency_shock,126919.32,33,18,10,0.9,1,23.9,0.1983,0,5
construction,mid_market,high_inflation,128091.67,105,122,52,0.727,3,0.7,0.1701,0,0
services,mid_market,stable,477838.95,15,130,43,0.668,1,3.6,0.0307,0,0
automotive,small_business,currency_shock,28355.04,64,17,7,0.973,6,3.8,0.1547,0,8
agriculture,mid_market,currency_shock,89654.57,99,18,5,0.858,4,2.8,0.1697,0,0
textile,small_business,high_inflation,12883.64,77,7,4,0.769,2,19.1,0.271,1,40
food_beverage,small_business,stable,112464.07,26,104,58,0.967,2,5.3,0.0611,0,0
construction,small_business,stable,65074.4,112,10,4,0.828,1,1.6,0.2466,0,0
services,mid_market,high_inflation,105637.79,86,14,7,0.557,4,4.3,0.067,0,0
logistics,small_business,stable,105336.47,26,6,3,0.612,2,2.8,0.1182,0,13
automotive,mid_market,stable,94678.08,52,6,4,0.962,4,1.0,0.0373,0,0
construction,small_business,stable,381714.8,101,22,6,0.836,1,0.1,0.2242,0,2
construction,enterprise,high_inflation,141017.0,92,59,30,0.866,5,1.3,0.0664,0,0
food_beverage,micro,stable,16039.49,32,86,46,0.709,2,10.3,0.1207,0,0
textile,mid_market,stable,162915.33,123,26,22,0.797,2,0.4,0.0717,0,8
automotive,small_business,stable,18345.39,78,140,48,0.716,3,2.3,0.098,0,0
logistics,mid_market,high_inflation,18270.07,69,49,21,0.904,4,1.1,0.0877,1,50
services,mid_market,stable,8965.35,15,84,40,0.925,5,6.4,0.0299,0,0
services,enterprise,currency_shock,496742.55,27,37,13,0.763,4,0.6,0.0224,0,0
food_beverage,small_business,high_inflation,13072.33,69,108,43,0.757,4,4.9,0.1164,0,3
textile,micro,stable,12766.08,83,18,17,0.539,0,3.0,0.2192,0,0
construction,mid_market,high_inflation,9347.02,91,18,8,0.863,3,5.1,0.1736,0,0
food_beverage,small_business,high_inflation,55285.98,61,34,18,0.863,1,7.3,0.1145,0,0
construction,small_business,stable,108520.21,113,43,30,0.936,4,0.2,0.2257,0,0
automotive,small_business,stable,205371.3,49,28,11,0.778,0,6.9,0.0946,0,0
food_beverage,micro,high_inflation,68402.98,37,6,2,0.752,3,3.1,0.1406,0,10
construction,small_business,stable,14601.27,104,26,10,0.79,4,2.4,0.2488,1,67
automotive,small_business,stable,12634.25,51,6,5,0.761,3,5.3,0.0921,0,22
textile,mid_market,stable,108776.54,98,14,2,0.907,4,2.4,0.066,0,0
food_beverage,small_business,currency_shock,107185.01,21,6,2,0.956,3,3.1,0.1005,0,0
retail,mid_market,stable,144281.62,43,16,6,0.559,2,9.1,0.053,1,136
agriculture,small_business,high_inflation,13653.18,121,50,13,0.985,3,2.6,0.2705,1,41
retail,mid_market,stable,81914.45,45,32,13,0.662,0,24.2,0.0713,0,0
food_beverage,mid_market,currency_shock,150505.39,15,6,0,0.944,3,0.4,0.0447,0,0
agriculture,small_business,high_inflation,75540.64,81,70,37,0.833,3,11.6,0.3127,1,31
textile,small_business,high_inflation,41207.63,96,143,36,0.872,0,10.6,0.2329,0,5
electronics,enterprise,stable,45001.45,50,108,50,0.806,1,5.8,0.0228,0,0
retail,small_business,stable,85486.49,38,51,21,0.823,2,6.4,0.0862,0,20
automotive,mid_market,high_inflation,126412.16,53,6,4,0.614,5,2.6,0.0638,0,5
retail,mid_market,high_inflation,30103.91,24,75,28,0.675,1,6.1,0.0586,0,9
textile,small_business,stable,41855.33,86,154,54,0.857,4,16.9,0.1852,1,39
food_beverage,mid_market,high_inflation,5540.49,30,63,35,0.958,2,1.2,0.0389,0,0
logistics,micro,high_inflation,40585.21,66,42,28,0.937,2,8.1,0.3131,0,5
retail,small_business,stable,16857.95,64,15,6,0.593,6,5.7,0.1064,1,32
services,small_business,stable,73204.9,16,49,23,0.74,4,6.2,0.0649,0,0
retail,micro,stable,24549.89,15,22,10,0.532,4,1.3,0.1089,0,0
textile,mid_market,stable,30222.14,78,132,50,0.68,3,4.3,0.0703,1,19
food_beverage,micro,stable,12983.89,76,6,1,0.843,4,1.7,0.1131,0,0
construction,enterprise,currency_shock,105086.53,79,21,6,0.704,2,6.1,0.0994,0,0
textile,small_business,high_inflation,45565.5,82,19,11,0.8,2,8.5,0.2144,1,58
food_beverage,small_business,high_inflation,21210.54,53,6,4,0.811,5,0.4,0.0915,0,0
logistics,enterprise,stable,92671.99,54,46,25,0.785,1,1.1,0.0262,0,0
food_beverage,small_business,stable,8872.55,91,17,8,0.799,6,14.1,0.1142,0,0
retail,small_business,high_inflation,42348.85,15,165,53,0.693,1,0.9,0.094,0,2
food_beverage,small_business,high_inflation,236633.39,54,46,16,0.863,2,4.3,0.1015,0,0
textile,small_business,currency_shock,45907.34,55,178,46,0.908,7,13.4,0.2608,0,0
food_beverage,mid_market,stable,52424.61,27,22,9,0.668,2,0.1,0.0297,0,0
textile,micro,stable,36184.56,83,42,33,0.804,2,2.7,0.1956,1,62
automotive,small_business,stable,101197.46,96,6,3,0.507,5,2.9,0.117,0,0
textile,mid_market,stable,12346.69,85,99,54,0.752,5,3.6,0.0691,0,13
textile,mid_market,currency_shock,49898.05,92,8,3,0.84,4,15.6,0.1678,0,0
agriculture,mid_market,stable,37260.66,66,37,22,0.832,3,10.9,0.1025,0,0
electronics,small_business,currency_shock,15208.46,93,34,21,0.802,4,4.5,0.2267,0,0
textile,small_business,high_inflation,46913.64,110,37,18,0.914,2,0.9,0.1849,0,2
retail,small_business,stable,5792.25,15,99,55,0.819,5,5.3,0.073,0,0
agriculture,mid_market,stable,310385.0,73,13,9,0.873,3,5.6,0.0906,0,4
construction,small_business,currency_shock,582090.58,101,44,27,0.877,1,6.3,0.7178,1,19
food_beverage,mid_market,high_inflation,19513.34,17,36,14,0.684,4,1.5,0.0406,0,0
textile,mid_market,stable,40532.92,81,7,3,0.733,2,1.3,0.0636,0,0
electronics,mid_market,stable,718803.93,68,158,52,0.844,2,6.8,0.0589,0,10
retail,mid_market,high_inflation,139255.28,26,89,45,0.693,4,1.2,0.0509,0,0
textile,small_business,stable,5000.0,72,193,48,0.909,1,3.6,0.122,0,0
textile,enterprise,high_inflation,24674.04,74,9,5,0.859,2,0.9,0.0347,0,0
automotive,mid_market,currency_shock,109829.35,60,19,11,0.908,2,3.2,0.0768,0,0
automotive,micro,high_inflation,35750.11,98,70,20,0.931,5,0.4,0.1933,0,0
agriculture,mid_market,high_inflation,15981.22,57,14,7,0.849,0,6.6,0.1218,0,0
food_beverage,enterprise,currency_shock,28920.98,59,56,28,0.796,2,5.9,0.031,0,0
electronics,mid_market,currency_shock,75393.12,43,6,2,0.927,1,1.9,0.0781,0,0
logistics,small_business,stable,35884.5,35,85,39,0.877,7,10.3,0.1376,0,5
automotive,small_business,stable,144103.81,126,6,3,0.698,2,5.5,0.1324,0,0
textile,small_business,stable,31972.53,51,23,9,0.906,4,9.6,0.1295,0,0
food_beverage,enterprise,high_inflation,144704.01,94,63,33,0.92,4,2.0,0.0239,0,0
electronics,small_business,stable,17543.35,89,137,57,0.856,2,19.0,0.1719,1,130
services,small_business,high_inflation,441091.91,15,19,7,0.824,0,5.4,0.0851,0,0
automotive,mid_market,high_inflation,163766.53,34,6,4,0.652,3,1.9,0.0555,0,0
food_beverage,enterprise,stable,92788.7,61,34,21,0.838,2,1.1,0.0148,0,0
retail,mid_market,high_inflation,7965.62,25,33,22,0.776,2,2.0,0.0502,0,0
textile,mid_market,currency_shock,110766.67,100,27,7,0.564,2,4.3,0.1458,0,0
logistics,enterprise,stable,51144.52,51,12,13,0.743,5,1.6,0.0267,0,0
logistics,mid_market,stable,43704.47,17,10,7,0.957,1,13.5,0.0643,0,0
food_beverage,micro,high_inflation,48552.04,47,154,57,0.942,1,0.4,0.1258,0,2
retail,small_business,stable,16372.78,15,6,4,0.65,7,13.5,0.0963,1,41
logistics,small_business,high_inflation,76216.09,42,6,4,0.661,6,0.7,0.1666,0,0
logistics,mid_market,stable,707018.49,44,56,25,0.772,2,1.8,0.0598,1,55
construction,mid_market,high_inflation,392861.71,97,8,4,0.899,2,5.4,0.1768,0,0
food_beverage,mid_market,high_inflation,16822.49,72,61,34,0.943,8,1.5,0.0493,0,0
automotive,small_business,stable,29114.45,92,8,4,0.556,3,1.0,0.1065,0,0
construction,mid_market,currency_shock,12121.61,140,27,16,0.837,5,32.3,0.4845,0,0
electronics,small_business,stable,52262.48,76,10,5,0.837,4,4.4,0.1145,0,0
agriculture,enterprise,stable,184840.05,74,100,46,0.983,7,6.5,0.0381,0,0
food_beverage,mid_market,stable,179510.21,37,39,17,0.849,3,0.6,0.0297,0,7
construction,small_business,high_inflation,8842.76,121,41,19,0.777,4,1.8,0.3674,1,68
construction,enterprise,high_inflation,28786.83,107,31,18,0.423,2,2.4,0.0871,0,0
food_beverage,small_business,stable,19022.51,58,80,50,0.708,5,0.6,0.0704,0,0
electronics,small_business,currency_shock,33236.68,60,6,2,0.67,5,0.5,0.1813,0,0
textile,small_business,high_inflation,62250.93,80,46,18,0.616,3,3.1,0.1966,0,35
services,enterprise,currency_shock,149871.11,21,26,12,0.682,2,0.8,0.0225,0,0
services,enterprise,currency_shock,117526.07,56,49,30,0.893,2,2.4,0.0264,0,0
agriculture,mid_market,currency_shock,18868.08,85,6,1,0.941,2,0.8,0.1445,1,139
retail,mid_market,stable,178829.23,18,34,16,0.987,1,7.4,0.0366,0,8
retail,small_business,stable,101599.07,15,57,35,0.801,1,6.8,0.0765,0,0
electronics,small_business,stable,14863.05,52,57,21,0.848,1,3.3,0.0982,0,0
textile,mid_market,high_inflation,58634.37,119,42,16,0.871,5,1.5,0.0992,0,2
retail,enterprise,stable,141755.54,44,29,17,0.919,1,2.0,0.0161,0,3
retail,small_business,stable,16367.43,15,23,11,0.659,5,8.0,0.0839,0,0
food_beverage,mid_market,high_inflation,70810.3,54,14,5,0.788,4,1.0,0.0474,0,11
food_beverage,small_business,high_inflation,287402.74,78,6,2,0.615,1,13.5,0.1602,0,5
retail,mid_market,stable,70685.18,15,124,43,0.907,5,4.8,0.0346,0,0
logistics,micro,high_inflation,38089.23,47,11,2,0.8,6,0.7,0.243,0,0
retail,small_business,high_inflation,50215.43,36,6,6,0.9,4,3.8,0.1074,0,0
food_beverage,small_business,stable,120935.81,41,79,35,0.907,4,4.3,0.0664,0,0
textile,small_business,stable,60666.14,86,35,25,0.778,2,1.2,0.1274,0,0
food_beverage,small_business,high_inflation,297503.77,21,21,17,0.823,2,8.4,0.0959,0,0
textile,small_business,high_inflation,45948.84,85,7,4,0.877,3,0.1,0.1647,0,0
agriculture,small_business,high_inflation,18385.22,91,28,19,0.846,2,10.4,0.3156,0,0
textile,enterprise,high_inflation,16306.31,72,19,10,0.637,5,6.9,0.0449,0,29
services,enterprise,stable,45707.19,15,85,57,0.973,3,0.2,0.0104,0,0
construction,mid_market,currency_shock,11224.59,110,22,9,0.47,7,0.1,0.2413,1,22
textile,mid_market,stable,68242.58,105,53,29,0.726,2,4.1,0.0771,0,0
construction,enterprise,high_inflation,133353.89,118,25,13,0.905,1,4.4,0.0798,0,8
logistics,small_business,high_inflation,85813.46,68,17,9,0.866,2,0.9,0.1763,0,0
retail,mid_market,high_inflation,17351.94,46,8,6,0.644,0,6.1,0.0673,0,1
textile,small_business,stable,81234.73,84,60,30,0.92,0,0.6,0.1168,0,0
automotive,enterprise,stable,557290.11,71,47,24,0.881,1,2.7,0.0192,0,18
retail,small_business,high_inflation,78757.22,15,118,40,0.806,2,0.3,0.0883,0,0
electronics,small_business,high_inflation,5000.0,47,22,12,0.832,0,11.0,0.166,0,0
logistics,small_business,stable,56337.93,15,9,3,0.728,2,4.2,0.1102,0,0
electronics,mid_market,high_inflation,66016.33,47,61,46,0.862,2,2.0,0.064,0,0
retail,small_business,high_inflation,143133.88,20,15,9,0.629,1,4.4,0.111,0,0
textile,small_business,high_inflation,79150.07,93,83,39,0.806,2,4.9,0.2034,0,0
food_beverage,mid_market,stable,18439.57,56,46,17,0.549,1,9.3,0.0477,0,0
textile,micro,stable,82040.41,95,12,7,0.733,3,1.1,0.202,0,0
construction,mid_market,currency_shock,97777.37,153,6,3,0.844,4,3.3,0.2707,0,0
automotive,small_business,high_inflation,21407.06,72,74,35,0.832,1,2.4,0.1275,0,0
electronics,small_business,stable,49418.72,78,30,11,0.78,3,0.7,0.1058,0,0
agriculture,small_business,high_inflation,99512.21,131,6,5,0.839,1,4.5,0.317,0,12
retail,mid_market,stable,28076.88,34,26,14,0.962,3,9.1,0.0426,0,8
automotive,micro,stable,49366.12,38,29,13,0.804,8,8.4,0.1376,0,0
food_beverage,enterprise,high_inflation,2012968.81,73,175,61,0.957,4,6.3,0.0242,0,0
textile,mid_market,stable,123023.73,68,70,30,0.762,0,1.3,0.0593,0,0
textile,small_business,high_inflation,18944.83,112,76,37,0.885,4,4.8,0.2125,0,0
logistics,small_business,high_inflation,39896.74,65,25,15,0.888,2,0.6,0.1703,0,0
retail,micro,stable,19775.1,20,27,12,0.84,3,15.9,0.1455,1,21
textile,small_business,currency_shock,111415.46,87,42,23,0.92,4,23.4,0.3718,0,0
automotive,mid_market,stable,53178.23,76,7,6,0.744,4,5.2,0.0523,0,0
agriculture,small_business,high_inflation,32060.34,71,23,16,0.91,6,4.0,0.2364,0,3
food_beverage,micro,stable,119666.42,76,14,13,0.867,3,10.7,0.1435,0,0
textile,enterprise,stable,25951.03,95,114,43,0.809,3,6.6,0.0329,0,0
food_beverage,enterprise,high_inflation,120079.99,41,6,6,0.813,3,3.9,0.0205,0,6
construction,micro,high_inflation,18503.49,107,6,2,0.864,2,5.0,0.5545,1,96
retail,small_business,stable,100164.63,16,31,12,0.898,5,2.8,0.0659,0,0
electronics,mid_market,high_inflation,91881.54,45,19,10,0.913,1,1.8,0.0615,0,0
construction,micro,high_inflation,63679.15,129,61,21,0.92,1,2.1,0.54,1,29
retail,enterprise,stable,36963.27,19,22,14,0.81,5,3.4,0.0152,0,0
textile,small_business,high_inflation,53605.39,113,12,7,0.879,1,9.7,0.2435,0,0
services,enterprise,high_inflation,240070.05,15,75,33,0.721,2,3.5,0.018,0,0
textile,small_business,high_inflation,25409.11,86,46,24,0.736,2,0.4,0.1771,0,0
automotive,small_business,stable,124444.88,63,6,3,0.702,1,3.6,0.0954,0,0
electronics,small_business,stable,5000.0,44,88,38,0.661,1,3.4,0.102,0,0
logistics,small_business,stable,89382.53,35,26,14,0.676,3,0.1,0.1118,1,53
logistics,mid_market,stable,199217.45,22,6,3,0.679,5,3.7,0.0578,0,0
agriculture,mid_market,stable,371030.77,107,10,8,0.839,2,0.2,0.0904,1,101
logistics,small_business,high_inflation,45515.53,68,98,46,0.626,2,0.3,0.1906,0,0
agriculture,small_business,stable,460897.85,92,154,45,0.769,2,11.9,0.2424,0,0
automotive,enterprise,stable,282441.69,63,76,51,0.849,5,2.4,0.0186,0,0
textile,small_business,currency_shock,99582.48,92,8,5,0.98,2,1.8,0.22,0,0
construction,enterprise,currency_shock,249180.63,90,60,28,0.753,7,6.6,0.1039,0,0
automotive,mid_market,high_inflation,5171.86,51,6,6,0.898,0,6.4,0.0628,0,0
food_beverage,small_business,high_inflation,12877.03,40,54,28,0.698,4,5.6,0.1046,0,0
agriculture,small_business,stable,98595.25,58,25,16,0.831,4,3.8,0.1629,1,20
automotive,enterprise,currency_shock,15875.87,78,56,39,0.822,6,5.5,0.0398,0,0
electronics,mid_market,stable,56571.64,41,14,11,0.927,1,9.1,0.0525,0,0
logistics,mid_market,stable,34170.85,41,69,44,0.742,3,4.9,0.0653,0,0
automotive,small_business,stable,56895.51,56,99,42,0.794,6,15.2,0.1194,1,31
agriculture,mid_market,stable,267311.41,107,27,15,0.816,2,1.8,0.0961,0,0
retail,small_business,stable,29558.08,15,58,30,0.677,3,4.0,0.0744,0,0
services,enterprise,high_inflation,36241.65,15,145,65,0.913,2,14.5,0.0221,0,0
textile,small_business,stable,39380.7,93,104,55,0.582,2,2.4,0.1476,0,0
services,micro,stable,65020.74,25,23,12,0.803,3,6.5,0.1011,0,0
food_beverage,micro,currency_shock,110200.32,47,27,20,0.591,4,3.3,0.2046,1,86
services,mid_market,stable,82486.58,15,45,27,0.742,3,9.1,0.0348,0,6
automotive,mid_market,stable,21939.58,72,6,3,0.635,4,5.6,0.0542,1,39
construction,small_business,currency_shock,211752.4,117,34,17,0.799,2,8.9,0.5646,0,0
textile,small_business,stable,36444.33,91,24,11,0.825,1,0.7,0.1258,0,15
textile,mid_market,currency_shock,336464.91,78,9,7,0.922,4,7.7,0.1259,0,0
textile,mid_market,stable,71322.69,104,20,10,0.898,5,6.2,0.0759,0,0
textile,mid_market,stable,264505.79,98,6,4,0.896,3,8.3,0.0784,0,0
food_beverage,small_business,currency_shock,95422.06,61,9,8,0.796,2,3.4,0.1357,1,73
construction,mid_market,stable,137816.48,105,7,5,0.773,1,7.7,0.1464,0,0
agriculture,mid_market,stable,66164.34,96,34,11,0.514,4,0.2,0.0982,0,0
construction,mid_market,currency_shock,40607.28,118,119,41,0.823,2,2.1,0.2315,0,0
services,small_business,currency_shock,16166.94,15,45,24,0.834,2,2.2,0.0991,0,13
food_beverage,small_business,stable,88537.0,62,320,47,0.825,3,2.1,0.0718,0,18
textile,mid_market,stable,101960.02,135,11,5,0.84,4,2.0,0.0776,0,0
agriculture,enterprise,stable,16694.3,89,20,6,0.975,3,0.4,0.0341,0,0
construction,enterprise,currency_shock,1030145.86,114,40,19,0.739,2,3.0,0.1039,0,0
electronics,small_business,stable,23942.57,22,17,4,0.832,3,8.3,0.096,0,0
automotive,small_business,stable,8745.94,83,27,15,0.854,1,3.9,0.0994,0,0
construction,small_business,high_inflation,130668.55,144,98,58,0.952,4,3.2,0.3881,1,32
textile,mid_market,stable,71260.56,78,6,0,0.868,3,5.3,0.0671,0,0
retail,mid_market,stable,46013.65,18,77,39,0.841,0,4.5,0.036,0,0
services,enterprise,currency_shock,26144.77,49,174,45,0.784,5,8.3,0.0315,0,0
textile,enterprise,stable,234767.1,118,208,48,0.831,4,0.9,0.0302,1,67
textile,mid_market,stable,5057.6,114,53,16,0.657,3,18.4,0.1167,0,0
logistics,small_business,high_inflation,5000.0,28,6,8,0.799,3,0.1,0.1428,0,9
automotive,enterprise,stable,13124.63,66,75,36,0.771,5,6.4,0.0219,0,0
logistics,small_business,currency_shock,67601.52,47,34,22,0.949,1,7.0,0.2353,1,27
food_beverage,small_business,stable,41022.17,82,119,49,0.749,1,7.5,0.0951,0,1
services,enterprise,currency_shock,74367.34,26,18,14,0.757,1,4.3,0.025,0,0
food_beverage,enterprise,high_inflation,7798.56,101,17,11,0.659,4,2.0,0.0274,0,0
retail,small_business,currency_shock,15845.44,26,39,29,0.809,4,2.7,0.1307,0,0
food_beverage,small_business,stable,30959.39,60,69,36,0.856,3,0.7,0.0672,0,0
construction,mid_market,currency_shock,119394.03,144,25,16,0.777,1,6.4,0.2947,1,87
services,enterprise,stable,93300.29,42,68,31,0.832,5,1.6,0.0136,0,3
retail,small_business,stable,68805.81,51,155,54,0.926,1,2.8,0.0798,0,8
electronics,mid_market,stable,40046.09,45,8,4,0.836,3,22.1,0.0744,0,0
textile,small_business,stable,34847.4,78,106,51,0.87,3,14.2,0.1675,0,0
food_beverage,small_business,stable,149781.31,36,18,4,0.725,6,5.7,0.0726,0,0
textile,enterprise,stable,254341.33,88,31,13,0.637,1,3.2,0.031,0,0
agriculture,mid_market,currency_shock,168681.91,103,71,36,0.564,4,7.5,0.222,0,3
electronics,enterprise,currency_shock,16271.98,84,23,14,0.811,3,0.1,0.0405,0,0
services,mid_market,stable,10689.64,29,43,14,0.975,4,6.4,0.0319,0,0
food_beverage,mid_market,high_inflation,148906.81,52,10,2,0.686,4,4.7,0.0548,0,0
services,mid_market,stable,15178.22,30,75,30,0.533,3,1.1,0.0329,0,0
construction,mid_market,high_inflation,12460.69,131,71,28,0.628,3,1.7,0.2018,0,4
food_beverage,mid_market,currency_shock,10046.55,64,110,46,0.999,6,10.3,0.0759,0,0
electronics,mid_market,high_inflation,22260.55,75,36,17,0.806,1,0.6,0.072,0,0
food_beverage,micro,stable,72568.96,57,54,33,0.619,0,10.9,0.1455,0,0
services,mid_market,stable,11583.09,18,85,45,0.764,3,8.5,0.0346,0,2
food_beverage,mid_market,stable,49118.15,70,221,56,0.84,4,5.7,0.0413,0,3
construction,enterprise,currency_shock,33214.94,111,6,3,0.782,1,0.4,0.093,0,0
automotive,small_business,currency_shock,91703.11,85,22,19,0.744,5,9.2,0.2185,0,0
textile,small_business,stable,12700.4,79,50,14,0.546,1,0.4,0.132,0,0
construction,mid_market,stable,131404.98,152,49,31,0.765,6,5.7,0.1657,0,0
retail,small_business,stable,12282.23,15,164,57,0.967,2,8.1,0.0738,0,0
retail,mid_market,stable,155072.8,43,141,53,0.849,3,2.5,0.0391,0,0
electronics,small_business,currency_shock,355642.48,53,6,3,0.691,3,2.2,0.1835,0,0
logistics,mid_market,stable,113446.83,46,60,25,0.565,5,1.1,0.0641,0,0
food_beverage,mid_market,stable,27012.35,23,12,3,0.58,4,0.5,0.0304,0,6
textile,mid_market,high_inflation,147971.02,110,65,28,0.922,4,4.5,0.1026,0,0
retail,small_business,high_inflation,29361.92,34,131,41,0.701,4,0.9,0.1052,0,0
automotive,enterprise,stable,138717.78,77,59,18,0.753,3,2.0,0.0204,0,2
food_beverage,mid_market,high_inflation,61737.99,62,52,27,0.862,2,0.1,0.0465,0,0
electronics,small_business,stable,78993.8,54,18,12,0.991,5,1.4,0.088,0,0
textile,micro,stable,16666.54,62,9,9,0.834,3,1.8,0.1701,1,10
textile,small_business,currency_shock,101100.9,99,7,4,0.595,2,2.7,0.2737,0,0
services,mid_market,stable,37730.6,43,40,19,0.774,1,1.3,0.0324,0,0
automotive,mid_market,stable,44615.49,85,30,11,0.993,2,4.4,0.0478,0,0
agriculture,mid_market,stable,85067.39,88,46,25,0.768,2,2.1,0.0913,0,0
retail,small_business,high_inflation,96833.31,15,32,13,0.773,6,9.5,0.1164,0,0
electronics,enterprise,high_inflation,152280.98,53,26,20,0.74,5,6.3,0.0338,0,1
construction,mid_market,high_inflation,5000.0,102,36,11,0.929,5,0.1,0.1515,0,0
construction,mid_market,high_inflation,123492.91,93,33,19,0.796,1,12.7,0.2187,0,0
services,enterprise,stable,21051.37,15,6,5,0.793,5,2.7,0.0122,0,0
agriculture,micro,high_inflation,11941.33,88,6,1,0.919,1,5.6,0.3993,0,0
electronics,small_business,stable,10602.22,68,87,42,0.789,4,4.4,0.1128,0,13
construction,small_business,stable,51416.23,144,45,23,0.535,7,0.9,0.3058,0,0
construction,enterprise,stable,36205.61,94,21,7,0.817,2,7.4,0.0584,0,0
food_beverage,micro,currency_shock,31355.43,49,35,11,0.973,3,0.3,0.1609,0,0
textile,small_business,high_inflation,65864.94,102,9,5,0.858,3,6.3,0.215,0,0
textile,enterprise,stable,9697.44,86,118,41,0.908,1,1.0,0.0257,0,0
automotive,mid_market,stable,54720.13,66,63,36,0.925,1,3.5,0.044,0,21
